KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
pda_q4S0a,The Inferno Club is in the same orbit as the distillery. Follow the yellow marker on your hud.,,,,,,,,,,,,,,,,
pda_WoW0S,Speak to Lark and get your gratification.,,,,,,,,,,,,,,,,
pda_SC8OC,Kill all waves of enemies.,,,,,,,,,,,,,,,,
pda_8K4CU,Wait for 2nd wave,,,,,,,,,,,,,,,,
pda_WqWmS,Kill all waves of enemies.,,,,,,,,,,,,,,,,
pda_04O0C,Kill all waves of enemies.,,,,,,,,,,,,,,,,
pda_0OeWG,Kill all waves of enemies.,,,,,,,,,,,,,,,,
pda_4GOCO,Head back to the office and wait.,,,,,,,,,,,,,,,,
pda_qW4ia,Speak to the rootmaster. He is working in the production room on the other side of Lark's office.,,,,,,,,,,,,,,,,
pda_caKOm,Speak to brewmaster Lark in the distillery again.,,,,,,,,,,,,,,,,
pda_88iOS,"You either can kill all pirates, loot the corpses and the base to find the recipe .. or simply talk them into a trade! \nYou might need to be at NEUTRAL reputation with the Pirates Clan for the latter to be an option, though.",,,,,,,,,,,,,,,,
pda_ee6S6,The pirate base is marked on your hud. It is in the same orbit than the trading station and the distillery,,,,,,,,,,,,,,,,
pda_amiOr,===,,,,,,,,,,,,,,,,
pda_IAumq,Targets that count towards the mission: Any drone,,,,,,,,,,,,,,,,
pda_KG0aW,===,,,,,,,,,,,,,,,,
pda_eKS4m,===,,,,,,,,,,,,,,,,
pda_40moS,===,,,,,,,,,,,,,,,,
pda_rq0QB,===,,,,,,,,,,,,,,,,
pda_SOqOq,===,,,,,,,,,,,,,,,,
pda_WWm4F,===,,,,,,,,,,,,,,,,
pda_qGu4q,===,,,,,,,,,,,,,,,,
pda_CS0mi,===,,,,,,,,,,,,,,,,
pda_iOS6O,===,,,,,,,,,,,,,,,,
pda_mA0i8,===,,,,,,,,,,,,,,,,
pda_WqWOO,Targets that count towards the mission goal: Any drone any Zirax trooper (Patrol and in POIs) Zirax Ripper Dogs Zirax Traders Mechanoids and Turret Robots Armored Golem,,,,,,,,,,,,,,,,
pda_4eSSm,===,,,,,,,,,,,,,,,,
pda_4miKu,Emergency Broadcast,,,,,,,,,,,,,,,,
pda_CCSeQ,Emergency Broadcast,,,,,,,,,,,,,,,,
pda_8WC4m,Emergency Broadcast,,,,,,,,,,,,,,,,
pda_SSS0C,Emergency Broadcast,,,,,,,,,,,,,,,,
pda_qCtqu,Emergency Broadcast,,,,,,,,,,,,,,,,
pda_SKuum,Defend Position,,,,,,,,,,,,,,,,
pda_Kuove,Emergency broadcast systems activated.\n\nEnemy troops inbound! ETA about 30 seconds!,,,,,,,,,,,,,,,,
pda_KWKKH,Prepare for the battle.  Use your small vessel or capital vessel if available. Bombers are hard to shoot down with hand weapons!,,,,,,,,,,,,,,,,
pda_KamkW,Defend Position,,,,,,,,,,,,,,,,
pda_KCmS4,[c][00ffff][IDA][-][/c] Enemy contacts! Incoming!,,,,,,,,,,,,,,,,
pda_SSecG,Survive until IDA has sent the broadcast.,,,,,,,,,,,,,,,,
pda_q0Kqa,[c][00ffff][IDA][-][/c]  The antennas are adjusted. Sending. Now!,,,,,,,,,,,,,,,,
pda_KOiuq,Defend Position,,,,,,,,,,,,,,,,
pda_u4qi1,Survive until IDA has tracked the location where the reply message was blocked.,,,,,,,,,,,,,,,,
pda_quCGi,"[c][00ffff][IDA][-][/c]  Commander! We just lost the antennas! \n\nThe signal was sent, but the reply seems to have been intercepted!",,,,,,,,,,,,,,,,
pda_KSGGm,IDA,,,,,,,,,,,,,,,,
pda_Gw40g,Me,,,,,,,,,,,,,,,,
pda_403Cq,===,,,,,,,,,,,,,,,,
pda_0m2iY,Do we know exactly where?,,,,,,,,,,,,,,,,
pda_tWqWq,===,,,,,,,,,,,,,,,,
pda_CqiWq,[c][00ffff][IDA][-][/c]  Yes. \n\nI have [c][fbff00]marked the location[-][/c] on your map and on your radar.,,,,,,,,,,,,,,,,
pda_000kP,Mainframe,,,,,,,,,,,,,,,,
pda_yqmi8,Mainframe,,,,,,,,,,,,,,,,
pda_0WKea,IDA,,,,,,,,,,,,,,,,
pda_KiULe,Me,,,,,,,,,,,,,,,,
pda_aWiSG,===,,,,,,,,,,,,,,,,
pda_iSqAO,[c][00ffff][IDA][-][/c]  Commander! I am receiving the reply signal!,,,,,,,,,,,,,,,,
pda_0m4P4,What does it say?,,,,,,,,,,,,,,,,
pda_aAWee,===,,,,,,,,,,,,,,,,
pda_maGKq,[c][00ffff][IDA][-][/c]  Just one sentence:\n\nGLaD you are here! ;) \n-Alex,,,,,,,,,,,,,,,,
pda_qaS0m,Mainframe,,,,,,,,,,,,,,,,
pda_mC0eH,Mainframe,,,,,,,,,,,,,,,,
pda_8amSA,IDA,,,,,,,,,,,,,,,,
pda_u4eiS,Me,,,,,,,,,,,,,,,,
pda_4SuKq,Holy.. oh my god .. that is .. Alex!,,,,,,,,,,,,,,,,
pda_q8OK6,===,,,,,,,,,,,,,,,,
pda_ZWq0m,===,,,,,,,,,,,,,,,,
pda_O8W4u,[c][00ffff][IDA] [-][/c]Commander. Someone has started a  self destruct! \n\nHead [c][fbff00]back to the teleporter[-][/c]. QUICK!,,,,,,,,,,,,,,,,
pda_quuCa,Mainframe,,,,,,,,,,,,,,,,
pda_Pa8uj,Back to Teleporter,,,,,,,,,,,,,,,,
pda_Wim8m,Head back to the teleporter. You are not in danger when you make it in time to the platform. Enjoy the explosion.,,,,,,,,,,,,,,,,
pda_88WKS,Take a break,,,,,,,,,,,,,,,,
pda_WiqqG,Take a break,,,,,,,,,,,,,,,,
pda_KGYOK,Take a break,,,,,,,,,,,,,,,,
pda_WaCOG,Take a break,,,,,,,,,,,,,,,,
pda_auOeC,Take a break,,,,,,,,,,,,,,,,
pda_0wWeS,Take a break,,,,,,,,,,,,,,,,
pda_e4iGa,Take a break,,,,,,,,,,,,,,,,
pda_rGcmm,Me,,,,,,,,,,,,,,,,
pda_SKaaK,Me,,,,,,,,,,,,,,,,
pda_mKOOu,Me,,,,,,,,,,,,,,,,
pda_KCJuC,Me,,,,,,,,,,,,,,,,
pda_aqeeu,I can't believe it. They are alive! Alex too! Thank god!,,,,,,,,,,,,,,,,
pda_eIKu4,===,,,,,,,,,,,,,,,,
pda_ammIC,Although ... no coordinates. No flight vector.,,,,,,,,,,,,,,,,
pda_ixeWa,"At least the GRAND and most of the fleet survived this ambush.  They are probably safe, because the Zirax don't know where they went.",,,,,,,,,,,,,,,,
pda_44aWW,===,,,,,,,,,,,,,,,,
pda_m0eCm,===,,,,,,,,,,,,,,,,
pda_Cq8C4,"With any luck, our actions just now didn't accidentally reveal that location to them either.",,,,,,,,,,,,,,,,
pda_mm7SJ,"[c][00ffff][IDA][-][/c]  A good end, although a dead end, Commander.",,,,,,,,,,,,,,,,
pda_jW8Oo,IDA,,,,,,,,,,,,,,,,
pda_0GuBq,"For now, IDA.",,,,,,,,,,,,,,,,
pda_aGGqK,===,,,,,,,,,,,,,,,,
pda_QmG4e,===,,,,,,,,,,,,,,,,
pda_80qCW,Me,,,,,,,,,,,,,,,,
pda_CmOWS,I have a good feeling about this.,,,,,,,,,,,,,,,,
pda_4uiaa,===,,,,,,,,,,,,,,,,
pda_KSCu4,Me,,,,,,,,,,,,,,,,
pda_420iK,===,,,,,,,,,,,,,,,,
pda_8u0OT,"And now, let's get the hell out of here.",,,,,,,,,,,,,,,,
pda_uO8aW,Mainframe,,,,,,,,,,,,,,,,
pda_uee0q,Use Teleporter,,,,,,,,,,,,,,,,
pda_4jqWB,The Teleporter brings you back to the entry room in the Radar Station. Use the teleporter in the Radar Station to get back to the COM STATION.,,,,,,,,,,,,,,,,
pda_aOOeu,Enter Room,,,,,,,,,,,,,,,,
pda_VWK8D,Enter the core room.,,,,,,,,,,,,,,,,
pda_0q08O,..this seems more like a storage room .. but looks like this [c][ffff00]lever on the wall [-][/c]is what we came for!,,,,,,,,,,,,,,,,
pda_i4C4K,Find Token Consoles,,,,,,,,,,,,,,,,
pda_uCimm,Find Token Consoles,,,,,,,,,,,,,,,,
pda_O0Ceq,"[c][00ffff][IDA][-][/c]  Commander, seems like the data is stored in a remote location. \nThat Mainframe seems to be connected to this location via another teleporter.\n\nWe need to [c][fbff00]find that other teleporter[-][/c] and use it.",,,,,,,,,,,,,,,,
pda_Gu0Se,[c][00ffff][IDA][-][/c]  Energy fluctuation!\n\nTeleport back to the Radar Station!,,,,,,,,,,,,,,,,
pda_mC00a,Scout Unholy Places,,,,,,,,,,,,,,,,
pda_m4OGe,Locate,,,,,,,,,,,,,,,,
pda_eC8Se,Go to the Sky Guys bar and buy a beer.,,,,,,,,,,,,,,,,
pda_O0CKi,"[b][c][00ffff]Chapter 5: Ancient Revelations[-][/c][/b]\n\nAn ancient threat, hibernating for centuries, seems to have started to rise its ugly head again and is asking for your attention.\n\nFollow its trace and find the [c][ffffff]destroyed small vessel[-][/c] in the[c][ffffff] orbit of the BARREN planet[-][/c] in [u]this system[/u].\n\n[i]Location: Barren Planet Orbit; Ellyon System (Starter System)[/i]",,,,,,,,,,,,,,,,
pda_eOeKg,Sky Guys bar,,,,,,,,,,,,,,,,
pda_4TSOW,Get a beer,,,,,,,,,,,,,,,,
pda_GuCSO,Why do they brew their beer in a distillery...? Sounds wrong.\nEither way.\n  [c][00ffff][-][/c]\nLet's [c][fbff00]find the Brewmaster[-][/c].,,,,,,,,,,,,,,,,
pda_84aiY,Speak to the brewmaster. Lark is standing on the 1st floor in the office building.,,,,,,,,,,,,,,,,
pda_Y488K,Inferno Club,,,,,,,,,,,,,,,,
pda_0KmWO,Find the Club,,,,,,,,,,,,,,,,
pda_G0EKi,"[c][00ffff][IDA][-][/c] This appears to be the pirate base, Commander.  \n\nSomeone inside should know where we can find the recipe .. or might want to hand it over with the use of appropriate arguments.",,,,,,,,,,,,,,,,
pda_KiGqG,Find Base,,,,,,,,,,,,,,,,
pda_i88WC,Pirates YARR!,,,,,,,,,,,,,,,,
pda_6KaW4,Retrieve Recipe,,,,,,,,,,,,,,,,
pda_COWm4,Pirates YARR!,,,,,,,,,,,,,,,,
pda_CGKC4,More like a SPACE inferno .. club .. or something.,,,,,,,,,,,,,,,,
pda_a8eKG,Bring Back Recipe,,,,,,,,,,,,,,,,
pda_GaKiD,"You would expect to at least get some refreshments in a distillery, right? .. Hmpf ..",,,,,,,,,,,,,,,,
pda_qBW4W,Brewing root beer in Andromeda seems to be a very involved process...,,,,,,,,,,,,,,,,
pda_SeC08,[c][00ffff][IDA][-][/c] Detecting more enemy signatures! \n\nETA: 20 seconds!,,,,,,,,,,,,,,,,
pda_0C4uT,Distillery,,,,,,,,,,,,,,,,
pda_aqSai,Take THIS! I win! You lose!\n\nHmm ... my beer should be ready in the meantime.,,,,,,,,,,,,,,,,
pda_uSeOG,Investigate the interiors of the station. Check and activate consoles to find out what is going on.,,,,,,,,,,,,,,,,
pda_mSZ0S,Enter the control station in the center of the minefield.,,,,,,,,,,,,,,,,
pda_SiRKW,[c][00ffff][IDA][-][/c] A short-range teleport!  Consult your map to see if our vessel is within short-range travel distance. \n\n[c][ffffff]Bringing our vessel over here will allow for a mobile base in the event of unexpected consequences.[-][/c],,,,,,,,,,,,,,,,
pda_KeCaq,Find the entrance to the Ilmarinen.,,,,,,,,,,,,,,,,
pda_juu8G,Find a way inside,,,,,,,,,,,,,,,,
pda_iKKeO,Search through the Ilmarinen and find the Core room. \nFollow the hints on displays and projectors!,,,,,,,,,,,,,,,,
pda_jO8au,Orbital Minefield,,,,,,,,,,,,,,,,
pda_WG4eO,Assess situation,,,,,,,,,,,,,,,,
pda_ca7qi,Approach the small vessel to scan it.,,,,,,,,,,,,,,,,
pda_udCuC,At least we found the vessel.\n\nAnd we found the reason why the signal was lost all of a sudden.,,,,,,,,,,,,,,,,
pda_4aSQ4,"You can go back and forth with the teleporters on the station and in the vessel. The control station has a medbay you can USE and RESPAWN in.\n\nAdvice: In case you have a capital vessel with a medbay or clone chamber, bring it to the Ilmarinen in case you die and need to recover.",,,,,,,,,,,,,,,,
pda_GKWuT,Debriefing,,,,,,,,,,,,,,,,
pda_qqeaa,[c][00ffff][IDA][-][/c] Energy spikes detected! \n\nLarge masses teleporting in!,,,,,,,,,,,,,,,,
pda_OOSKA,[c][00ffff][IDA][-][/c] That lifeform just said 'your crew'?,,,,,,,,,,,,,,,,
pda_Ge0am,Foreign Intel,,,,,,,,,,,,,,,,
pda_Gc4SS,Investigate,,,,,,,,,,,,,,,,
pda_W2KW8,==,,,,,,,,,,,,,,,,
pda_aCuG2,[c][00ffff][IDA][-][/c] I am picking up hostile signals. \n\nWe should leave immediately!,,,,,,,,,,,,,,,,
pda_KemaK,[c][00ffff][IDA][-][/c] Commander! I managed to decode the hints the Shift Manager gave us.  I think I found the [c][fbff00]Planetary Remnant[-][/c]. \n\nI have added a [c][fbff00]marker [-][/c]on your HUD!,,,,,,,,,,,,,,,,
pda_qOSWY,Powers Of The Past,,,,,,,,,,,,,,,,
pda_qwSMG,Check Control Room,,,,,,,,,,,,,,,,
pda_Kg444,===,,,,,,,,,,,,,,,,
pda_iGqOS,"I am more concerned about the signs we just passed and not about that terminal, to be honest..",,,,,,,,,,,,,,,,
pda_esKIK,Debriefing,,,,,,,,,,,,,,,,
pda_paWO0,Fly To Waystation,,,,,,,,,,,,,,,,
pda_qSWoK,===,,,,,,,,,,,,,,,,
pda_GW4qO,[c][00ffff][IDA][-][/c] Some of the data nodes and calculations indicate you might be correct about that.,,,,,,,,,,,,,,,,
pda_KS8OG,[c][00ffff]Really abort the mission? Please confirm![-][/c]\n\nYou can start the mission via PDA (F1) at any time.,,,,,,,,,,,,,,,,
pda_Ciuia,[c][80ffff]Really abort the mission? Please confirm![-][/c]\n\nYou can start the mission via PDA (F1) at any time.,,,,,,,,,,,,,,,,
pda_Gu4CS,This seems to be the station where we were said to meet Sectioner32.,,,,,,,,,,,,,,,,
pda_u44qW,[c][00ffff]Chapter 6: Uncertain Outcomes[-][/c]\n\nThe GLaD has invited you to meet them! Find a civilian [c][ffffff]Waystation[-][/c] in the orbit of one of the gas giants' moons in this system (Ellyon system)  \n\nYour suit AI will be able to decode the exact meeting coordinates as soon as you approach one of the stations.\n\n[i]Location: Gas Giant Moon Orbits; Ellyon System (Starter System)[/i]\n[i]Reputation: Requires at least a [c][ffffff]neutral [-][/c]standing with [c][ffffff]Free Colonists[-][/c][/i] and[i][c][ffffff] Polaris Megacorp[-][/c][/i],,,,,,,,,,,,,,,,
pda_eKu40,Investigate,,,,,,,,,,,,,,,,
pda_OGV8q,Heal and Reload,,,,,,,,,,,,,,,,
pda_qS0ii,Pest Control,,,,,,,,,,,,,,,,
pda_Osuq8,The Unholy,,,,,,,,,,,,,,,,
pda_aS4eq,Torching the Weed,,,,,,,,,,,,,,,,
pda_Swe1O,Action and Reaction,,,,,,,,,,,,,,,,
pda_ukKCC,Pinholes do Hurt I,,,,,,,,,,,,,,,,
pda_umO4q,Pinholes do Hurt II,,,,,,,,,,,,,,,,
pda_W8aqq,Progenitor - First Contact,,,,,,,,,,,,,,,,
pda_qniK6,Unknown,,,,,,,,,,,,,,,,
pda_EWeCC,Me,,,,,,,,,,,,,,,,
pda_aSiea,These structures do not look like anything we have seen before.,,,,,,,,,,,,,,,,
pda_uei0S,===,,,,,,,,,,,,,,,,
pda_Ka4WO,[c][c0c0c0][i].. those who plan to ascend ..[/i]\n[i].. listen to our warning ..[/i]\n[i].. listen to your progenitors .. [/i][-][/c],,,,,,,,,,,,,,,,
pda_08e4s,Whispering,,,,,,,,,,,,,,,,
pda_8au0a,Warning,,,,,,,,,,,,,,,,
pda_mam0W,===,,,,,,,,,,,,,,,,
pda_Gu8OS,"Ok, that was spooky ...",,,,,,,,,,,,,,,,
pda_0um4O,Sit down on a chair or bench.,,,,,,,,,,,,,,,,
pda_aOGCK,"Here we go. What did Kezzel say? \n\nGo to the [c][ffffff]Sky Guys[-][/c] bar, get a [c][ffffff]beer [-][/c]and [c][ffffff]sit down[-][/c]?",,,,,,,,,,,,,,,,
pda_q0e40,Here we are.\n\nThis will probably take a while to find the TITAN ...,,,,,,,,,,,,,,,,
pda_6GWaa,[c][00ffff][IDA][-][/c] Reduce speed! Several energy signatures detected. Active signatures.\n\nA minefield!,,,,,,,,,,,,,,,,
pda_m0qmu,Taming the Mood,,,,,,,,,,,,,,,,
pda_0ueCO,"Praise the Emperor, stranger! \n\nSome of our lieutenants have told me you had helped them in various situations. Now you can prove your worth for the Zirax Empire!\n\nGet out there and [c][fff000]kill some of those worthless creatures[-][/c] crouching and running around and do not care for anything. \n\nI am sick of looking at them. \nPrey .. pfff.",,,,,,,,,,,,,,,,
pda_OCiOW,The ZIRAX generously take note of your dedication to the Empire.,,,,,,,,,,,,,,,,
pda_8qmM0,"A recently seized cargo transport led us to the assumption that the POLARIS are harvesting Pentaxid Crystals in certain areas of this planet - without permission!\n\nIf I would not know their obvious profit plans any better, I would have guessed they are searching for something particular.\n\n We want you to follow this trace, closely investigate and [c][fff000]bring back some of the Pentaxid Crystals[-][/c] so we can get an idea why these areas are of such an importance to them!",,,,,,,,,,,,,,,,
pda_am8GC,The ZIRAX generously take note of your dedication to the Empire.,,,,,,,,,,,,,,,,
pda_a84S6,Every week the same troubles!\n\nOne of our patrols accidentally shot down a representative of one of the other Zirax houses. Is this MY fault if their worthless officers do not sign the trespassing formulas? Exactly! \n\nCan you please grab a weapon and [c][ffff00]silence this turmoil [-][/c]at the Crash Site?,,,,,,,,,,,,,,,,
pda_GGi8M,The ZIRAX generously take note of your dedication to the Empire.,,,,,,,,,,,,,,,,
pda_K40Sa,"Hm. Nobody out here. This is a trap? Yes, of course...",,,,,,,,,,,,,,,,
pda_mmkii,"These pesky Talon! Now they have gone too far. \n\nI do not know how, but they destroyed several of our base generators and fuel tanks! The governor wants to set a warning example. \n\nSearch for their settlements and bazaars and kill their Chiefs, Guards, their Sentinels and Traders and destroy the statues they pray towards. \n\nNo mercy!",,,,,,,,,,,,,,,,
pda_8IaQq,The ZIRAX generously take note of your dedication to the Empire.,,,,,,,,,,,,,,,,
pda_MkiKS,"Ha! Now we got them with their dirty company hands deep into illegal transactions! \n\nA scout team has caught a POLARIS team selling medicals, building material and other commodities to the Talon. We are sure, they are also selling them weapons, so we NEED to act now! Zirax High Court has ordered the clearing of the POLARIS Trading compound by weapon fire. \n\nGo there and prove your loyalty to the Empire. No survivors.",,,,,,,,,,,,,,,,
pda_oKW4G,The ZIRAX generously take note of your dedication to the Empire.,,,,,,,,,,,,,,,,
pda_Oqe02,"Greetings from the Polaris Megacorp, my dear friend!\n\nYou look like someone that has grown to like some...privacy.\nWe, as a company, are the biggest advocates of privacy - but we are afraid the Zirax Empire does not really value this like we do. \n\nDo you think you can [c][fff000]shut down some of their drones[-][/c] ... just for the sake of the wildlife and its unimpaired living, of course?",,,,,,,,,,,,,,,,
pda_qC8qm,The POLARIS Board of Directors gratefully appreciates your formidable services.,,,,,,,,,,,,,,,,
pda_qeeqS,"Wonderful performance in your last mission! \n\nBut we are afraid we need to invest more time in the well-being of the creatures of this planet - especially around ore deposits. Some minerals seem to affect the wildlife and we do not have prospectors .. I mean, skilled explorers at hand.\n\nYour bearing shows you are a skilled explorer. \n\nSo may we ask you for another favor and [c][fff000]scout a few ore deposits[-][/c] - only for checking the living conditions of the native animals, of course.",,,,,,,,,,,,,,,,
pda_WCSKW,The POLARIS Board of Directors gratefully appreciates your formidable services.,,,,,,,,,,,,,,,,
pda_KaG4e,"Currently, our biggest concern on this planet are the sources of Promethium. \n\nThe promethium stones and deposits in that area seem to interact with the ecosystem, leading to wildlife attacks targeting our worke ... the more precious lifeforms there. \n\nWe would like to ask you to venture in such an area, check what is happening there and [c][fff000]bring back a few samples of promethium[-][/c] so we can make profit .. examine it!",,,,,,,,,,,,,,,,
pda_G5qOW,The POLARIS Board of Directors gratefully appreciates your formidable services.,,,,,,,,,,,,,,,,
pda_C8WSS,"What a shame! \n\nIt seems the Zirax do not value our combined efforts to improve our companies ... the planets ... situation and have sent in an attack force to one of our facilities. \n\nOn behalf of the POLARIS Board of Directors, we ask you to head there and [c][ffff00]help with the defenses[-][/c]!",,,,,,,,,,,,,,,,
pda_WGeae,The POLARIS Board of Directors gratefully appreciates your formidable services.,,,,,,,,,,,,,,,,
pda_Geike,Are these POLARIS guys trying to fool me with their 'caring about the environment' drivel?,,,,,,,,,,,,,,,,
pda_4OqSG,"The Zirax have gone too far once again and are posing a risk to our company operations !\nI mean, primarily to the natives, of course! \n\nWe need to help them get back on the right track, don't you think? \nFirst, we should 'inform' some of their personnel and deliver a loud and clear warning. \n\nDo you mind delivering that little notice to the recipients, will you?",,,,,,,,,,,,,,,,
pda_me04e,The POLARIS Board of Directors gratefully appreciates your formidable services.,,,,,,,,,,,,,,,,
pda_844tK,Targets that count towards the mission goal: Any drone Any Zirax trooper (Patrol and in POIs) Zirax Ripper Dogs Zirax Traders Mechanoids and Turret Robots Armored Golem,,,,,,,,,,,,,,,,
pda_8Gauc,"Do you believe that! \n\nThe Zirax not only seem to disagree with our company operations, but also store dangerous substances in 3rd party non-licensed containers? That's something we simply cannot accept!\n\nCan you possibly stop by a Zirax facility and check if the storage areas are up to our high company standards? \n\nYou are entitled to seize any goods stored in a non-compliant fashion.  Additionally, you may advise the personnel to exit, or abandon their facility.",,,,,,,,,,,,,,,,
pda_e2O0u,The POLARIS Board of Directors gratefully appreciates your formidable services.,,,,,,,,,,,,,,,,
pda_daGFa,Whispering,,,,,,,,,,,,,,,,
pda_qamqq,Warning,,,,,,,,,,,,,,,,
pda_G4iui,===,,,,,,,,,,,,,,,,
pda_CuWGO,Another unsolved riddle?,,,,,,,,,,,,,,,,
pda_O80SO,The ZIRAX generously take note of your dedication to the Empire.,,,,,,,,,,,,,,,,
pda_4S0Ki,"These POLARIS tricksters think we let them do whatever they want. \n\nEven the local governor believes in their 'environmental first' campaign nonsense, while they ruthlessly exploit any deposit they can get their hands on. You will help us to reveal their real interests! \n[c][fff000][-][/c]\n[c][fff000]Locate and investigate one of their Hubs or Trading Stations.[-][/c] \n\nI am quite sure they even work with those Talon scumbags.",,,,,,,,,,,,,,,,
pda_iKOhZ,The following creatures have been identified as The Legacy: \nGolemSwamp\nOverseer\nTotalHorror,,,,,,,,,,,,,,,,
pda_iS4iK,I can already feel them coming...,,,,,,,,,,,,,,,,
pda_CedOr,Our attempts to halt the spread of the unholy seems to have triggered a reaction. \n\nOur Elders feel that our villages will soon be under attack. \n\nWill you help us to [c][fff000]defend our settlements [-][/c]against the unholy creatures?,,,,,,,,,,,,,,,,
pda_K4miq,The Talon community gratefully gives thanks to you for your deeds.,,,,,,,,,,,,,,,,
pda_KuaKT,The Talon community gratefully gives thanks to you for your deeds.,,,,,,,,,,,,,,,,
pda_iuiqu,The world is filled with places where the unholy is hiding from our eyes. \n\nWe can feel it - will you help us to [c][fbff00]find [-][/c]some of its hiding places?,,,,,,,,,,,,,,,,
pda_44FKe,The Talon community gratefully gives thanks to you for your deeds.,,,,,,,,,,,,,,,,
pda_CcCCm,The radiated zones are a source of power for the unholy. \n\nWill you help us stop their spread by [c][fff000]harvesting some wood[-][/c] so we can better equip our warriors and fortify our settlements?,,,,,,,,,,,,,,,,
pda_mHCSC,Targets that count towards the mission: \nAlienBug (any) \nCaveWorm (any) \nCreepy \nOtyugh \nOviraptor \nRaptor (any) \nSpider (any) \nSpinosaurus \nTelluropod,,,,,,,,,,,,,,,,
pda_SCCOi,"Predators are roaming our territory, frightening our children and attacking our workers. \n\nWill you take care of this threat and [c][fff000]fend of the predators[-][/c]?",,,,,,,,,,,,,,,,
pda_04aWo,The Talon community gratefully gives thanks to you for your deeds.,,,,,,,,,,,,,,,,
pda_kOuOS,"Killing only the troopers does not seem to make them listen. \n\nWe need to shut down what fuels their bases. \n\nWould you mind assisting us in some sabot... er, ahem, in demonstrating our determination and [c][fff000]shut down some of their generators or fuel tanks[-][/c]?",,,,,,,,,,,,,,,,
pda_iuIaK,"The Zirax have oppressed us long enough! \n\nBut we do not want to directly assault them. Instead, we would like to express...our arguments. \n\nWill you lend us a hand in our campaign and [c][fff000]deliver our message[-][/c] to some of their troops?",,,,,,,,,,,,,,,,
